@relation test_stock10-2
@attribute 'x0' numeric
@attribute 'x1' numeric
@attribute 'x2' numeric
@attribute 'x3' numeric
@attribute 'x4' numeric
@attribute 'x5' numeric
@attribute 'x6' numeric
@attribute 'x7' numeric
@attribute 'x8' numeric
@attribute 'Class' {'y0','y1','y2','y3','y4','y5','y6','y7','y8','y9'}
@data
-1.79954,0.47634,0.15402,-0.50882,-0.00794,0.56543,-0.72691,-2.16124,0.85731,'y0'
-1.78504,0.46535,0.10824,-0.33047,-0.03417,0.88183,-0.70845,-2.2875,0.88658,'y0'
-1.81115,0.46535,-0.12067,-0.35276,-0.03417,0.88183,-0.83764,-2.2875,0.76949,'y0'
-1.1853,0.45437,0.88652,-1.17764,0.14941,0.97223,-1.02219,-1.19328,-0.75273,'y0'
-1.09822,0.49831,1.02387,-1.11076,0.09696,1.01743,-0.87455,-1.15119,-0.57709,'y0'
-1.1025,0.52029,1.16121,-1.15534,0.21934,0.99483,-0.87455,-1.1091,-0.63563,'y0'
-1.08223,0.55325,1.11543,-1.13305,0.13192,0.99483,-0.81918,-1.15119,-0.57709,'y0'
-1.11411,0.5093,1.16121,-1.11076,0.00954,0.97223,-0.91146,-1.15119,-0.45999,'y0'
-1.62964,0.75101,0.10824,-0.04065,0.05325,0.92703,-0.46853,-1.78247,0.41821,'y0'
-1.50046,0.8389,0.33714,-0.64258,0.06199,0.85923,-1.09602,-1.61413,0.06693,'y0'
-1.06764,0.57522,0.74918,-0.88782,0.14941,1.06263,-0.74536,-1.15119,-0.3429,'y0'
-1.14896,0.82792,0.9323,-0.73176,0.20186,1.08523,-0.80073,-1.02493,0.18402,'y0'
-1.31021,0.84989,0.42871,-0.62029,-0.02542,0.81403,-1.20675,-1.52996,0.18402,'y0'
-1.06764,0.46535,1.39012,-1.04387,0.14067,0.97223,-0.72691,-1.06702,-0.51854,'y0'
-1.1025,0.762,1.34434,-0.37505,0.21934,1.24343,-0.87455,-0.89868,0.85731,'y0'
-1.00528,0.63016,0.9323,-1.06617,0.2106,1.06263,-0.5239,-1.06702,-0.05017,'y0'
-1.66598,0.55325,-0.21223,-0.24129,-0.00794,1.06263,-0.54235,-2.20332,1.12077,'y0'
-1.58318,0.71805,0.10824,0.11541,0.07948,1.04003,-0.32089,-1.90873,0.65239,'y0'
-1.06188,0.72904,0.88652,-0.73176,0.28053,1.22083,-0.65309,-0.81451,0.30111,'y0'
-1.52658,0.93779,0.61183,-0.35276,0.20186,0.74623,-0.76382,-1.61413,-0.28435,'y0'
-1.088,0.81693,1.48168,-0.219,0.23682,1.13043,-0.81918,-0.77242,0.76949,'y0'
-1.67611,0.54226,-0.16645,-0.12982,8.0E-4,1.06263,-0.65309,-2.11915,0.91585,'y0'
-1.6355,0.8389,0.10824,0.02624,0.1057,1.06263,-0.48699,-1.65621,0.41821,'y0'
-1.56719,0.75101,0.15402,0.33835,0.09696,1.04003,-0.26552,-1.74039,0.71094,'y0'
-0.94859,0.79496,1.11543,-0.77635,0.34172,1.26603,-0.46853,-0.56199,0.76949,'y0'
-1.61951,0.86088,0.1998,0.11541,0.16689,1.19823,-0.61618,-1.78247,0.82803,'y0'
-1.52658,0.84989,0.52027,-0.48652,0.19312,0.74623,-0.74536,-1.74039,-0.28435,'y0'
-1.08223,0.86088,1.39012,-0.33047,0.3155,1.35643,-0.67154,-0.60408,1.12077,'y0'
-1.54693,0.77298,0.15402,0.27147,0.07948,0.94963,-0.21016,-1.6983,0.68167,'y0'
-1.45399,0.97075,0.7034,-0.41964,0.15815,0.92703,-0.69,-1.57204,0.06693,'y0'
-0.95296,0.65213,1.25277,-0.84323,0.22808,1.10783,-0.28398,-0.98285,-0.3429,'y0'
-0.9893,0.5972,1.16121,-0.84323,0.26305,1.06263,-0.0256,-0.77242,-0.19653,'y0'
-1.58318,0.74002,-0.02911,0.18229,0.03577,0.85923,-0.33935,-1.86664,0.82803,'y0'
-1.29999,0.84989,0.42871,-0.53111,-0.01668,0.85923,-1.09602,-1.61413,0.15475,'y0'
-1.1287,0.81693,1.29855,-0.39735,0.28927,1.33383,-0.63463,-0.68825,0.71094,'y0'
-1.50046,0.97075,0.74918,-0.37505,0.13192,0.85923,-0.57927,-1.57204,-0.28435,'y1'
-1.12434,0.77298,1.06965,-0.24129,0.21934,0.88183,-0.74536,-0.98285,0.76949,'y1'
-0.95296,0.75101,1.02387,-0.64258,0.28927,1.22083,-0.57927,-0.81451,0.27184,'y1'
-1.65,0.79496,0.9323,-0.48652,0.2106,0.65583,-0.72691,-1.74039,0.00838,'y1'
-1.51645,0.98173,0.7034,-0.30817,0.14067,0.81403,-0.59772,-1.52996,-0.45999,'y1'
-1.08223,0.77298,1.57324,-0.33047,0.28053,1.10783,-0.61618,-0.51991,0.85731,'y1'
-1.61366,0.762,0.06246,0.20459,0.17563,1.44683,-0.54235,-1.78247,1.12077,'y1'
-1.088,0.79496,1.4359,-0.28588,0.23682,0.94963,-0.69,-0.68825,0.88658,'y1'
-0.96894,0.52029,0.52027,-0.70946,1.0935,1.51463,-0.28398,-1.36162,-0.60636,'y1'
-1.66598,0.8389,1.11543,-0.46423,0.21934,0.65583,-0.63463,-1.74039,0.00838,'y1'
-1.24776,0.77298,0.38293,-0.62029,-0.03417,0.85923,-1.02219,-1.27745,0.59385,'y1'
-1.25789,0.88285,0.74918,-0.44194,0.04451,1.01743,-0.87455,-1.27745,0.82803,'y1'
-1.13883,0.80594,1.48168,-0.1967,0.22808,0.85923,-0.70845,-0.68825,1.12077,'y1'
-1.2841,0.97075,0.74918,-0.06294,0.13192,0.99483,-0.74536,-1.06702,0.85731,'y1'
-1.58903,0.87186,0.24558,0.29376,0.16689,1.08523,-0.13634,-1.6983,1.03295,'y1'
-1.60353,0.79496,1.66481,-0.15212,0.06199,1.04003,-0.61618,-1.19328,1.17931,'y1'
-1.25789,0.99272,0.88652,-0.04065,0.13192,0.94963,-0.70845,-0.77242,1.00367,'y1'
-1.56719,0.9268,0.1998,0.24918,0.16689,1.10783,-0.28398,-1.48787,1.03295,'y1'
-1.53234,0.94877,1.02387,-0.48652,0.22808,0.74623,-0.63463,-1.52996,-0.28435,'y1'
-1.53234,0.99272,0.88652,-0.37505,0.22808,0.88183,-0.54235,-1.6983,-0.05017,'y1'
-0.96309,0.54226,0.9323,-0.77635,0.4204,1.13043,-0.15479,-0.56199,0.00838,'y1'
-1.55269,0.80594,0.47449,0.27147,0.16689,0.83663,-0.09943,-1.57204,0.88658,'y1'
-1.56291,0.80594,0.42871,0.16,0.15815,1.06263,-0.39471,-1.52996,1.38423,'y1'
-0.94859,0.47634,0.84074,-0.64258,1.15469,1.37903,-0.0256,-1.02493,-0.60636,'y1'
-1.19543,0.97075,0.88652,-0.10753,0.16689,1.04003,-0.72691,-0.81451,0.71094,'y1'
-0.91662,0.71805,0.97808,-0.35276,1.18092,1.94403,-0.09943,-1.06702,-0.40145,'y1'
-0.9326,0.54226,0.88652,-0.64258,1.05854,1.55983,-0.1917,-1.15119,-0.66491,'y1'
-1.56719,0.88285,0.29136,0.18229,0.20186,1.15303,-0.28398,-1.48787,1.23786,'y1'
-0.876,0.54226,0.9323,-0.59799,1.18966,1.40163,-0.06252,-0.85659,-0.51854,'y1'
-0.9326,0.56423,0.74918,-0.97699,1.0935,0.90443,0.04822,-0.94076,-0.48927,'y1'
-0.97907,0.57522,0.7034,-0.91011,1.0935,0.83663,0.01131,-0.77242,-0.54781,'y1'
-1.57881,0.94877,1.16121,-0.44194,0.27179,0.76883,-0.65309,-1.48787,-0.16726,'y1'
-0.89636,0.53127,1.06965,-0.5757,0.56901,1.22083,-0.04406,-0.51991,0.03765,'y1'
-0.9747,0.53127,0.65761,-0.68717,1.01483,1.51463,0.12204,-1.15119,-0.48927,'y1'
-0.96309,0.57522,0.84074,-0.62029,1.11973,1.51463,0.02976,-0.94076,-0.45999,'y1'
-1.05603,0.60818,0.29136,-0.99929,0.97986,0.24903,-0.33935,-0.73034,-0.66491,'y2'
-0.97907,0.58621,0.65761,-0.9324,1.11099,0.85923,0.04822,-0.73034,-0.63563,'y2'
-0.98493,0.61917,0.56605,-0.99929,1.10224,0.74623,-0.04406,-0.81451,-0.37217,'y2'
-1.58318,0.77298,0.33714,0.24918,0.16689,0.92703,-0.00715,-1.65621,1.12077,'y2'
-1.54693,0.762,0.42871,0.24918,0.18437,0.76883,-0.11788,-1.74039,1.00367,'y2'
-0.89636,0.60818,0.9323,-0.62029,1.1984,1.35643,0.01131,-0.77242,-0.3429,'y2'
-0.91662,0.54226,0.88652,-0.84323,1.15469,1.19823,0.14049,-0.73034,-0.28435,'y2'
